store,category,domain,website,x_link,hunter_domain_search,linkedin_search,channel,note,quick_check_command,exact_pitch,best_email,public_emails,contact_pages_checked,linkedin_profiles_found,x_profiles_found,instagram_profiles_found,facebook_profiles_found,tiktok_profiles_found,youtube_profiles_found,enrichment_status,crawl_notes,email_confidence,email_source_url,public_profile_links,profile_status
Cymbiotika,Supplements & wellness,cymbiotika.com,https://cymbiotika.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Cymbiotika%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness cymbiotika.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Cymbiotika, I’d start with claims-sensitive product data, subscription flows, and checkout reachability on cymbiotika.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Cymbiotika?",partnerships@cymbiotika.com,partnerships@cymbiotika.com; wholesale@cymbiotika.com; info@cymbiotika.com; pr@cymbiotika.com; events@cymbiotika.com; affiliates@cymbiotika.com,https://cymbiotika.com/contact; https://cymbiotika.com/contact-us; https://cymbiotika.com/pages/contact-us; https://cymbiotika.com/pages/contact-us-1; https://cymbiotika.com/support,,,,,,,email+profile,,site_crawl,https://cymbiotika.com/contact,https://www.linkedin.com/search/results/people/?keywords=Cymbiotika%20founder%20ecommerce,linkedin_search_only
Beam,Supplements & wellness,shopbeam.com,https://shopbeam.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Beam%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness shopbeam.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Beam, I’d start with claims-sensitive product data, subscription flows, and checkout reachability on shopbeam.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Beam?",wholesale@beamtlc.com,wholesale@beamtlc.com; hello@beamtlc.com,https://shopbeam.com/contact; https://shopbeam.com/contact-us; https://shopbeam.com/pages/contact; https://shopbeam.com/pages/contact-us; https://shopbeam.com/pages/contact-us-1,,,,,,,email+profile,,site_crawl,https://shopbeam.com/contact,https://www.linkedin.com/search/results/people/?keywords=Beam%20founder%20ecommerce,linkedin_search_only
Gruns,Supplements & wellness,gruns.co,https://gruns.co,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Gruns%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness gruns.co --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Gruns, I’d start with claims-sensitive product data, subscription flows, and checkout reachability on gruns.co. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Gruns?",care@gruns.co,care@gruns.co; press@gruns.co,https://gruns.co/contact; https://gruns.co/contact-us; https://gruns.co/pages/contact; https://gruns.co/pages/contact-us; https://gruns.co/pages/contact-us-1,,,https://instagram.com/grunsdaily,https://facebook.com/grunsdaily,https://tiktok.com/@grunsdaily,https://youtube.com/@grunsdaily,email+profile,,site_crawl,https://gruns.co/contact,https://instagram.com/grunsdaily; https://facebook.com/grunsdaily; https://tiktok.com/@grunsdaily; https://youtube.com/@grunsdaily,direct_profile_found
Create,Supplements & wellness,trycreate.co,https://trycreate.co,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Create%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness trycreate.co --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Create, I’d start with claims-sensitive product data, subscription flows, and checkout reachability on trycreate.co. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Create?",press@trycreate.co,press@trycreate.co,https://trycreate.co/contact; https://trycreate.co/contact-us; https://trycreate.co/pages/contact-us-1; https://trycreate.co/support; https://trycreate.co/pages/support,https://www.linkedin.com/company/trycreate,,https://instagram.com/trycreate,,https://tiktok.com/@trycreate_,,profiles_only,,high_press,https://www.businesswire.com/news/home/20240903593967/en/Create-Wellness-Inc.-Raises-%245-Million-in-Series-A-Funding-to-Expand-Innovative-Creatine-Based-Products,https://www.linkedin.com/company/trycreate; https://instagram.com/trycreate; https://tiktok.com/@trycreate_,direct_profile_found
Bloom Nutrition,Supplements & wellness,bloomnu.com,https://bloomnu.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Bloom%20Nutrition%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness bloomnu.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Bloom Nutrition, I’d start with claims-sensitive product data, subscription flows, and checkout reachability on bloomnu.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Bloom Nutrition?",help@bloomsupps.com,help@bloomsupps.com,https://bloomnu.com/contact; https://bloomnu.com/contact-us; https://bloomnu.com/pages/contact; https://bloomnu.com/pages/contact-us; https://bloomnu.com/pages/contact-us-1,https://linkedin.com/company/bloom-nutrition-llc/jobs; https://linkedin.com/company/bloom-nutrition-llc/mycompany,,https://instagram.com/bloomsupps,https://facebook.com/bloomsupps,https://tiktok.com/@bloom,,email+profile,,site_crawl,https://bloomnu.com/contact,https://linkedin.com/company/bloom-nutrition-llc/jobs; https://linkedin.com/company/bloom-nutrition-llc/mycompany; https://instagram.com/bloomsupps; https://facebook.com/bloomsupps; https://tiktok.com/@bloom,direct_profile_found
Gainful,Supplements & wellness,gainful.com,https://gainful.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Gainful%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness gainful.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Gainful, I’d start with claims-sensitive product data, subscription flows, and checkout reachability on gainful.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Gainful?",hello@gainful.com,hello@gainful.com,https://gainful.com/contact; https://gainful.com/contact-us; https://gainful.com/pages/contact; https://gainful.com/pages/contact-us; https://gainful.com/pages/contact-us-1,,,,,,,email+profile,,site_crawl,https://gainful.com/contact,https://www.linkedin.com/search/results/people/?keywords=Gainful%20founder%20ecommerce,linkedin_search_only
Obvi,Supplements & wellness,myobvi.com,https://myobvi.com,https://x.com/ashvinmelwani,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Obvi%20founder%20ecommerce,manual_dm,Ash Melwani (@ashvinmelwani) — DM,bun packages/audit/src/cli.ts readiness myobvi.com --max-pages 3 --skip-checkout,"Hey Ash Melwani, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Obvi, I’d look at claims-sensitive product data, subscription flows, and checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run myobvi.com?",hello@myobvi.com,hello@myobvi.com,https://myobvi.com/pages/contact; https://myobvi.com/pages/contact-us; https://myobvi.com/pages/contact-us-1; https://myobvi.com/support; https://myobvi.com/pages/support,,,,,,,email+profile,,medium,https://www.facebook.com/myObvi/,https://x.com/ashvinmelwani,direct_profile_found
Brooklinen,"Home, kitchen & baby",brooklinen.com,https://brooklinen.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Brooklinen%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness brooklinen.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Brooklinen, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on brooklinen.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Brooklinen?",hello@brooklinen.com,hello@brooklinen.com,https://brooklinen.com/contact-us; https://brooklinen.com/pages/contact; https://brooklinen.com/pages/contact-us; https://brooklinen.com/pages/contact-us-1; https://brooklinen.com/support,,,,,,,email+profile,,site_crawl,https://brooklinen.com/contact-us,https://www.linkedin.com/search/results/people/?keywords=Brooklinen%20founder%20ecommerce,linkedin_search_only
Parachute,"Home, kitchen & baby",parachutehome.com,https://parachutehome.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Parachute%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness parachutehome.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Parachute, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on parachutehome.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Parachute?",help@parachutehome.com,help@parachutehome.com; trade@parachutehome.com; concierge@parachutehome.com; hospitality@parachutehome.com,https://parachutehome.com/contact-us; https://parachutehome.com/pages/contact; https://parachutehome.com/pages/contact-us; https://parachutehome.com/pages/contact-us-1; https://parachutehome.com/support,,https://twitter.com/parachutehome,https://instagram.com/parachutehome,https://facebook.com/parachutehome,https://tiktok.com/@parachutehome,,email+profile,,site_crawl,https://parachutehome.com/contact-us,https://twitter.com/parachutehome; https://instagram.com/parachutehome; https://facebook.com/parachutehome; https://tiktok.com/@parachutehome,direct_profile_found
Bearaby,"Home, kitchen & baby",bearaby.com,https://bearaby.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Bearaby%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness bearaby.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Bearaby, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on bearaby.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Bearaby?",hello@bearaby.com,hello@bearaby.com,https://bearaby.com/contact-us; https://bearaby.com/pages/contact; https://bearaby.com/pages/contact-us; https://bearaby.com/pages/contact-us-1; https://bearaby.com/support,,https://twitter.com/mybearaby,https://instagram.com/mybearaby,https://facebook.com/mybearaby,https://tiktok.com/@mybearaby,,email+profile,,site_crawl,https://bearaby.com/contact-us,https://twitter.com/mybearaby; https://instagram.com/mybearaby; https://facebook.com/mybearaby; https://tiktok.com/@mybearaby,direct_profile_found
Thuma,"Home, kitchen & baby",thuma.co,https://thuma.co,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Thuma%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness thuma.co --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Thuma, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on thuma.co. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Thuma?",partnerships@thuma.co,partnerships@thuma.co; help@thuma.co; press@thuma.co,https://thuma.co/contact-us; https://thuma.co/pages/contact-us; https://thuma.co/pages/contact-us-1; https://thuma.co/support; https://thuma.co/pages/support,https://linkedin.com/company/thuma,,https://instagram.com/thuma.co,https://facebook.com/Thuma-2026591780998402,,https://youtube.com/@thuma_official,email+profile,,site_crawl,https://thuma.co/contact-us,https://linkedin.com/company/thuma; https://instagram.com/thuma.co; https://facebook.com/Thuma-2026591780998402; https://youtube.com/@thuma_official,direct_profile_found
Open Spaces,"Home, kitchen & baby",getopenspaces.com,https://getopenspaces.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Open%20Spaces%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness getopenspaces.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Open Spaces, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on getopenspaces.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Open Spaces?",help@patternbrands.com,help@patternbrands.com,,https://linkedin.com/company/pattern-brands/jobs,,,,,,email+profile,,site_crawl,https://getopenspaces.com,https://linkedin.com/company/pattern-brands/jobs,direct_profile_found
Simple Modern,"Home, kitchen & baby",simplemodern.com,https://simplemodern.com,https://x.com/mikebeckhamsm,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Simple%20Modern%20founder%20ecommerce,manual_dm,Mike Beckham (@mikebeckhamsm) — DM,bun packages/audit/src/cli.ts readiness simplemodern.com --max-pages 3 --skip-checkout,"Hey Mike Beckham, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Simple Modern, I’d look at high-AOV product details, variants, shipping/returns clarity, and checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run simplemodern.com?",support@simplemodern.com,support@simplemodern.com; pr@simplemodern.com,https://simplemodern.com/contact; https://simplemodern.com/contact-us; https://simplemodern.com/pages/contact; https://simplemodern.com/pages/contact-us; https://simplemodern.com/pages/contact-us-1,,,https://instagram.com/shopsimplemodern,https://facebook.com/shopsimplemodern,https://tiktok.com/@simplemodern,https://youtube.com/c/SimpleModern,email+profile,,site_crawl,https://simplemodern.com/contact,https://x.com/mikebeckhamsm; https://instagram.com/shopsimplemodern; https://facebook.com/shopsimplemodern; https://tiktok.com/@simplemodern; https://youtube.com/c/SimpleModern,direct_profile_found
HexClad,"Home, kitchen & baby",hexclad.com,https://hexclad.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=HexClad%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness hexclad.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For HexClad, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on hexclad.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking HexClad?",info@hexclad.com,info@hexclad.com; support@hexclad.com,https://hexclad.com/contact; https://hexclad.com/contact-us; https://hexclad.com/pages/contact; https://hexclad.com/pages/contact-us-1; https://support.hexclad.com/contact/contact-us-B1gSxSxaq,,https://twitter.com/hexclad,https://instagram.com/hexclad,,https://tiktok.com/@hexclad,https://youtube.com/hexclad,email+profile,,site_crawl,https://hexclad.com/contact,https://twitter.com/hexclad; https://instagram.com/hexclad; https://tiktok.com/@hexclad; https://youtube.com/hexclad,direct_profile_found
Caraway,"Home, kitchen & baby",carawayhome.com,https://carawayhome.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Caraway%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness carawayhome.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Caraway, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on carawayhome.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Caraway?",help@carawayhome.com,help@carawayhome.com,https://carawayhome.com/contact; https://carawayhome.com/contact-us; https://carawayhome.com/pages/contact; https://carawayhome.com/pages/contact-us; https://carawayhome.com/pages/contact-us-1,,,,,,,email+profile,home:HTTPError:HTTP Error 429: Too Many Requests,high,https://www.carawayhome.com/faqs,https://www.linkedin.com/search/results/people/?keywords=Caraway%20founder%20ecommerce,linkedin_search_only
Our Place,"Home, kitchen & baby",fromourplace.com,https://fromourplace.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Our%20Place%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness fromourplace.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Our Place, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on fromourplace.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Our Place?",hello@fromourplace.com,hello@fromourplace.com; press@fromourplace.com,https://fromourplace.com/contact-us; https://fromourplace.com/pages/contact; https://fromourplace.com/pages/contact-us; https://fromourplace.com/pages/contact-us-1; https://fromourplace.com/support,,,,,,,email+profile,,site_crawl,https://fromourplace.com/contact-us,https://www.linkedin.com/search/results/people/?keywords=Our%20Place%20founder%20ecommerce,linkedin_search_only
Pela,"Home, kitchen & baby",pelacase.com,https://pelacase.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Pela%20founder%20ecommerce,manual_dm,Matt Bertulli active on X — DM,bun packages/audit/src/cli.ts readiness pelacase.com --max-pages 3 --skip-checkout,"Hey Matt Bertulli, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Pela, I’d look at high-AOV product details, variants, shipping/returns clarity, and checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run pelacase.com?",hello@pelacase.com,hello@pelacase.com,https://pelacase.com/contact-us; https://pelacase.com/pages/contact; https://pelacase.com/pages/contact-us; https://pelacase.com/pages/contact-us-1; https://pelacase.com/support,,https://twitter.com/pelacase,https://instagram.com/pelacase,https://facebook.com/PELACase,,,email+profile,,site_crawl,https://pelacase.com/contact-us,https://twitter.com/pelacase; https://instagram.com/pelacase; https://facebook.com/PELACase,direct_profile_found
BrüMate,"Home, kitchen & baby",brumate.com,https://brumate.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Br%C3%BCMate%20founder%20ecommerce,manual_dm,Dylan Jacob — DM,bun packages/audit/src/cli.ts readiness brumate.com --max-pages 3 --skip-checkout,"Hey Dylan Jacob, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For BrüMate, I’d look at high-AOV product details, variants, shipping/returns clarity, and checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run brumate.com?",sales@brumate.com,sales@brumate.com; media@brumate.com; custom@brumate.com; bulkorders@brumate.com; brusforcrews@brumate.com,https://brumate.com/contact; https://brumate.com/contact-us; https://brumate.com/pages/contact; https://brumate.com/pages/contact-us; https://brumate.com/pages/contact-us-1,https://linkedin.com/company/brümate/jobs,,https://instagram.com/brumate,https://facebook.com/MyBruMate; https://facebook.com/groups/1069286106542630,https://tiktok.com/@brumate,https://youtube.com/c/BrüMate,email+profile,,site_crawl,https://brumate.com/contact,https://linkedin.com/company/brümate/jobs; https://instagram.com/brumate; https://facebook.com/MyBruMate; https://facebook.com/groups/1069286106542630; https://tiktok.com/@brumate; https://youtube.com/c/BrüMate,direct_profile_found
Rumpl,"Home, kitchen & baby",rumpl.com,https://rumpl.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Rumpl%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness rumpl.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Rumpl, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on rumpl.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Rumpl?",sales@rumpl.com,sales@rumpl.com; info@rumpl.com; press@rumpl.com; affiliate@rumpl.com; marketing@rumpl.com; blanketssales@rumpl.com; info@rumpl.com.for; rumpl.comaffiliate@rumpl.compress,https://rumpl.com/contact-us; https://rumpl.com/pages/contact; https://rumpl.com/support; https://rumpl.com/pages/support; https://rumpl.com/help,https://linkedin.com/company/rumpl,,https://instagram.com/gorumpl,https://facebook.com/gorumpl,https://tiktok.com/@rumpl,https://youtube.com/@Gorumpl; https://youtube.com/watch,email+profile,,site_crawl,https://rumpl.com/contact-us,https://linkedin.com/company/rumpl; https://instagram.com/gorumpl; https://facebook.com/gorumpl; https://tiktok.com/@rumpl; https://youtube.com/@Gorumpl; https://youtube.com/watch,direct_profile_found
Lalo,"Home, kitchen & baby",meetlalo.com,https://meetlalo.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Lalo%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness meetlalo.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Lalo, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on meetlalo.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Lalo?",lalofam@meetlalo.com,lalofam@meetlalo.com,https://meetlalo.com/contact; https://meetlalo.com/contact-us; https://meetlalo.com/pages/contact; https://meetlalo.com/pages/contact-us; https://meetlalo.com/pages/contact-us-1,,,https://instagram.com/lalo,,https://tiktok.com/@lalo,https://youtube.com/channel/UC8o1TqsN_BoiPzADYzLXjeg,email+profile,,high,https://help.meetlalo.com/article/dekljlfsky-how-can-i-get-in-touch-with-the-lalo-fam,https://instagram.com/lalo; https://tiktok.com/@lalo; https://youtube.com/channel/UC8o1TqsN_BoiPzADYzLXjeg,direct_profile_found
Kyte Baby,"Home, kitchen & baby",kytebaby.com,https://kytebaby.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Kyte%20Baby%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness kytebaby.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Kyte Baby, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on kytebaby.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Kyte Baby?",info@kytebaby.com,info@kytebaby.com,https://kytebaby.com/contact; https://kytebaby.com/pages/contact-us-1; https://kytebaby.com/support; https://kytebaby.com/pages/support; https://kytebaby.com/help,,,https://instagram.com/kytebaby,https://facebook.com/groups/kyteclub; https://facebook.com/kytebaby,https://tiktok.com/@kytebaby,,email+profile,,low_third_party,https://www.pissedconsumer.com/company/kyte-baby/customer-service.html,https://instagram.com/kytebaby; https://facebook.com/groups/kyteclub; https://facebook.com/kytebaby; https://tiktok.com/@kytebaby,direct_profile_found
Little Sleepies,"Home, kitchen & baby",littlesleepies.com,https://littlesleepies.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Little%20Sleepies%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness littlesleepies.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Little Sleepies, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on littlesleepies.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Little Sleepies?",hello@littlesleepies.com,hello@littlesleepies.com; press@littlesleepies.com,https://littlesleepies.com/contact; https://littlesleepies.com/contact-us; https://littlesleepies.com/pages/contact; https://littlesleepies.com/pages/contact-us; https://littlesleepies.com/support,,,,,,,email+profile,,site_crawl,https://littlesleepies.com/contact,https://www.linkedin.com/search/results/people/?keywords=Little%20Sleepies%20founder%20ecommerce,linkedin_search_only
Dreamland Baby,"Home, kitchen & baby",dreamlandbabyco.com,https://dreamlandbabyco.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Dreamland%20Baby%20founder%20ecommerce,manual_dm,Tara Williams (Shark Tank alum),bun packages/audit/src/cli.ts readiness dreamlandbabyco.com --max-pages 3 --skip-checkout,"Hey Tara Williams, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Dreamland Baby, I’d look at high-AOV product details, variants, shipping/returns clarity, and checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run dreamlandbabyco.com?",sleephelp@dreamlandbabyco.com,sleephelp@dreamlandbabyco.com; u003esleephelp@dreamlandbabyco.com,https://dreamlandbabyco.com/contact; https://dreamlandbabyco.com/contact-us; https://dreamlandbabyco.com/pages/contact; https://dreamlandbabyco.com/pages/contact-us; https://dreamlandbabyco.com/pages/contact-us-1,,,https://instagram.com/dreamlandbabyco,https://facebook.com/dreamlandbabyco; https://facebook.com/groups/571090980484433,https://tiktok.com/@dreamlandbabyco,https://youtube.com/@dreamlandbabyco,email+profile,,site_crawl,https://dreamlandbabyco.com/contact,https://instagram.com/dreamlandbabyco; https://facebook.com/dreamlandbabyco; https://facebook.com/groups/571090980484433; https://tiktok.com/@dreamlandbabyco; https://youtube.com/@dreamlandbabyco,direct_profile_found
Coterie,"Home, kitchen & baby",coterie.com,https://coterie.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Coterie%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness coterie.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Coterie, I’d start with high-AOV product details, variants, shipping/returns clarity, and checkout reachability on coterie.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Coterie?",hello@coterie.com,hello@coterie.com,https://coterie.com/contact; https://coterie.com/contact-us; https://coterie.com/pages/contact; https://coterie.com/pages/contact-us; https://coterie.com/pages/contact-us-1,,https://twitter.com/coteriebaby,https://instagram.com/aileciajones; https://instagram.com/coterie; https://instagram.com/elyse.fox; https://instagram.com/lismilice; https://instagram.com/thesuncoastblonde,https://facebook.com/CoterieBaby,,,email+profile,,site_crawl,https://coterie.com/contact,https://twitter.com/coteriebaby; https://instagram.com/aileciajones; https://instagram.com/coterie; https://instagram.com/elyse.fox; https://instagram.com/lismilice; https://instagram.com/thesuncoastblonde; https://facebook.com/CoterieBaby,direct_profile_found
